fecha_factura	id_b2b	municipio	zona	categoria_b2b_macro	categoria_b2b	subcategoria_b2b	producto	valor_total	alineación con portafolio estratégico b2b
2007-01-04	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_8	sub_b2b_12	Producto_33	1138.2088199999998	0.00030705486109306373
2007-01-04	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_8	sub_b2b_12	Producto_34	1724.762472	0.0002938399853194394
2007-01-05	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_5	cat_b2b_11	sub_b2b_17	Producto_35	224.57628999999997	0.0004173810111298926
2007-01-05	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_5	cat_b2b_11	sub_b2b_17	Producto_36	505.29640599999993	0.00043695797810998084
2007-01-05	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_5	cat_b2b_11	sub_b2b_17	Producto_37	112.287652	0.0004237200084297782
2007-01-05	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_5	cat_b2b_11	sub_b2b_18	Producto_38	193.616876	0.0004465255390444374
2007-01-05	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_4	sub_b2b_15	Producto_39	633.128348	0.00020662907752157702
2007-01-05	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_2	cat_b2b_3	sub_b2b_3	Producto_40	153.40976799999999	0.00016107883641411933
2007-01-05	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_6	cat_b2b_12	sub_b2b_19	Producto_41	2454.5809379999996	0.0001579504393169047
2007-01-05	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_6	cat_b2b_12	sub_b2b_20	Producto_42	546.795174	0.00016315357608478087
2007-01-05	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_6	cat_b2b_12	sub_b2b_20	Producto_43	553.0089459999999	0.0001628140626643678
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_13	sub_b2b_21	Producto_44	367.60347799999994	0.00042593683329622897
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_22	Producto_45	1763.281548	0.0003531663194129903
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_11	Producto_46	3586.346248	0.0003564283709641412
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_1	Producto_47	3410.32257	0.00014828666640645665
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_1	Producto_48	1803.5349979999999	0.0001485532995506639
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_12	Producto_49	3836.6117819999995	0.0002703492520213503
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_12	Producto_50	3213.573172	0.00022768444606992752
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_7	cat_b2b_14	sub_b2b_23	Producto_51	107.382302	0.00017912082786230454
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_8	cat_b2b_14	sub_b2b_23	Producto_52	596.902708	0.00015007004218851693
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_24	Producto_53	88.41166199999999	0.00037564501990698917
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_54	100.43297399999999	0.00038130898595116773
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_55	189.23311999999999	0.0003804493017924135
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_56	375.363298	0.0003912905674651228
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_57	265.23597199999995	0.0003782279983048453
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_58	176.82332399999999	0.00038451774900465053
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_59	265.234986	0.00027968728740785346
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_60	176.82430999999997	0.00029988052527392866
2007-01-06	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_10	cat_b2b_16	sub_b2b_23	Producto_61	784.633164	0.0004026480332355669
2007-01-07	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_4	sub_b2b_15	Producto_62	443.41011599999996	0.0002841364491467759
2007-01-07	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_25	Producto_63	1910.1077939999998	0.00021094357662413684
2007-01-07	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_12	Producto_50	459.0816	0.0002276835824742268
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_2	cat_b2b_4	sub_b2b_15	Producto_64	202.94246399999997	0.0002449417852145522
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_7	cat_b2b_14	sub_b2b_23	Producto_51	214.76558999999997	0.00017912300805729634
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_8	cat_b2b_14	sub_b2b_23	Producto_65	246.84805799999998	0.00016126320834981007
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_11	cat_b2b_14	sub_b2b_23	Producto_66	117.19300199999999	0.00037224357000429086
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_24	Producto_67	424.99853799999994	0.00025537579257272643
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_24	Producto_68	807.4699099999999	0.0002633161874874074
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_24	Producto_53	172.94538599999998	0.0003694034925684574
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_54	96.55503599999999	0.0003703569021506035
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_55	181.47724399999998	0.0003687584404576917
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_69	90.73862199999999	0.0003289791908896302
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_70	90.73862199999999	0.00025432425266497873
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_71	84.53372399999999	0.00037619455525229195
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_56	179.92626599999997	0.00037996876387130714
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_57	172.94538599999998	0.0003720433406879094
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_58	172.94538599999998	0.00037847890262883335
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_59	84.53372399999999	0.0002625184407586255
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_60	88.41166199999999	0.0002998785506373582
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_9	cat_b2b_15	sub_b2b_23	Producto_72	84.53372399999999	0.00025059549303660156
2007-01-07	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_10	cat_b2b_17	sub_b2b_23	Producto_73	246.10757199999998	0.00038422454147002026
2007-01-08	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_11	Producto_74	105.49904199999999	0.0002557700683196725
2007-01-08	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_12	Producto_75	4651.82475	0.00026543524743661076
2007-01-08	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_12	Producto_76	2059.401998	0.0003450582133950129
2007-01-08	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_12	Producto_77	4219.9675959999995	0.00029860036318724373
2007-01-08	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_8	sub_b2b_12	Producto_30	5428.036488	0.0003103239805649589
2007-01-08	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_8	sub_b2b_12	Producto_78	4523.36374	0.00028720864070241674
2007-01-09	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_26	Producto_79	886.3508959999999	0.0003538413724670054
2007-01-11	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_18	sub_b2b_13	Producto_80	475.94811599999997	0.00047955339274838093
2007-01-11	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_18	sub_b2b_27	Producto_81	395.09611599999994	0.00041681715771663017
2007-01-11	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_4	sub_b2b_15	Producto_83	1142.0197099999998	0.0002967281458425967
2007-01-11	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_25	Producto_93	1738.7488819999999	0.0002451502832253151
2007-01-11	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_12	Producto_94	2254.662536	0.0003467154454763158
2007-01-11	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_12	Producto_95	2254.662536	0.00033877452599318837
2007-01-11	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_26	Producto_96	886.3508959999999	0.00036640648722489693
2007-01-11	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_1	Producto_97	1274.9443419999998	0.00029326964603761503
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_19	sub_b2b_30	Producto_98	1416.3475879999999	0.000276265599133424
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_19	sub_b2b_30	Producto_99	1481.6799479999997	0.0003000934905950418
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_19	sub_b2b_30	Producto_100	913.7666259999999	0.0002951013562581131
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_19	sub_b2b_30	Producto_101	556.910548	0.00027072282398932045
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_19	sub_b2b_30	Producto_102	2509.4695859999997	0.0003303712426343788
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_20	sub_b2b_31	Producto_103	863.3731519999999	0.00039393097328558116
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_20	sub_b2b_31	Producto_104	874.5543919999999	0.000408851384260157
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_20	sub_b2b_31	Producto_105	779.7435899999999	0.0003827746059445003
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_20	sub_b2b_31	Producto_106	1349.767938	0.00040355924796903864
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_6	sub_b2b_28	Producto_107	237.94842199999997	0.0004040064559705296
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_6	sub_b2b_32	Producto_108	715.687114	0.0004795610161342097
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_7	sub_b2b_29	Producto_109	1024.879952	6.206894342294638e-05
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_7	sub_b2b_33	Producto_110	353.34788999999995	0.0003387828219831735
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_1	Producto_111	4651.82475	0.0002661811709721008
2007-01-12	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_12	Producto_76	2109.9847839999998	-5.635610464572905e-05
2007-01-12	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_3	cat_b2b_20	sub_b2b_31	Producto_104	655.9148079999999	0.0004088517530831534
2007-01-12	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_3	cat_b2b_20	sub_b2b_31	Producto_105	467.84615399999996	0.0003827746059445003
2007-01-12	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_3	cat_b2b_7	sub_b2b_29	Producto_112	969.2350419999999	0.0002077570735210789
2007-01-12	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_3	cat_b2b_7	sub_b2b_29	Producto_113	1455.177254	0.00022526243716286122
2007-01-12	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_3	cat_b2b_7	sub_b2b_29	Producto_114	674.6557099999999	0.0003197334395346628
2007-01-12	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_3	cat_b2b_7	sub_b2b_33	Producto_115	380.85630399999997	0.0003609170308390116
2007-01-12	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_1	Producto_116	2008.820198	0.00034973318680261496
2007-01-12	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_12	Producto_76	2059.401998	0.0003450582133950129
2007-01-12	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_34	Producto_117	1903.8023239999998	0.0003440518656704823
2007-01-12	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_8	sub_b2b_12	Producto_78	1357.009122	0.0002872083555853945
2007-01-13	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_2	cat_b2b_13	sub_b2b_15	Producto_118	315.548594	0.00025861925637989054
2007-01-13	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_11	Producto_46	1280.837664	0.00035642844935890333
2007-01-13	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_1	Producto_48	1729.7536039999998	0.00012699383462709638
2007-01-14	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_3	sub_b2b_3	Producto_40	245.45582599999997	0.0001610797578542707
2007-01-14	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_4	sub_b2b_15	Producto_83	571.0103479999999	0.0002967278896528859
2007-01-14	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_35	Producto_119	1894.4008139999999	0.0002454007523035196
2007-01-14	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_2	cat_b2b_2	sub_b2b_13	Producto_120	97.32411599999999	0.0001189651085040423
2007-01-15	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_11	Producto_46	512.3354599999999	0.0003564281749773869
2007-01-15	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_25	Producto_121	3254.576968	0.0001725551431961095
2007-01-15	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_12	Producto_95	1127.331268	0.00033877481199785184
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_5	cat_b2b_21	sub_b2b_36	Producto_122	57.63564399999999	0.0004466139528518151
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_5	cat_b2b_21	sub_b2b_36	Producto_123	86.45346599999999	0.00045815280391418894
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_5	cat_b2b_21	sub_b2b_36	Producto_124	57.63564399999999	0.00039398426112840866
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_4	sub_b2b_3	Producto_28	161.820348	0.00026693901948597956
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_1	Producto_1	3639.8633699999996	0.00021572117040426163
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_1	Producto_137	1742.0618419999998	0.00021238823022678893
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_1	Producto_138	3824.835984	0.0002736322766053541
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_25	Producto_139	1894.8100039999997	0.00021307611954744565
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_35	Producto_119	1894.4008139999999	0.0002454007523035196
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_8	sub_b2b_11	Producto_140	1286.1551619999998	0.00021390093812024836
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_12	cat_b2b_14	sub_b2b_23	Producto_141	405.13951199999997	0.0002958798808446015
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_12	cat_b2b_14	sub_b2b_23	Producto_142	278.134824	0.0002195556855404773
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_10	cat_b2b_24	sub_b2b_23	Producto_143	1367.8679399999999	0.00041301342905953334
2007-01-17	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_10	cat_b2b_16	sub_b2b_23	Producto_144	158.78938399999998	0.0003977954472069745
2007-01-17	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_2	cat_b2b_3	sub_b2b_15	Producto_145	215.12252199999998	0.0002473231917204838
2007-01-17	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_22	Producto_146	2254.5037899999998	0.00036703103019223573
2007-01-17	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_11	Producto_147	1720.7445219999997	0.0003288896621947229
2007-01-17	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_11	Producto_74	4219.9656239999995	0.0002557690652363475
2007-01-17	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_11	Producto_148	1513.0672859999997	0.00017262852652013522
2007-01-18	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_25	sub_b2b_39	Producto_149	266.509884	0.0002973019822859553
2007-01-18	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_3	sub_b2b_14	Producto_150	286.80965199999997	0.0002300001100102447
2007-01-18	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_4	sub_b2b_15	Producto_83	571.0103479999999	0.0002967278896528859
2007-01-18	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_26	sub_b2b_40	Producto_151	234.08823199999998	0.0003624558067831449
2007-01-18	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_2	cat_b2b_26	sub_b2b_40	Producto_152	165.12640599999997	0.00024891449862961344
2007-01-18	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_4	cat_b2b_27	sub_b2b_41	Producto_153	102.95023199999999	0.00041419624181128603
2007-01-18	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_4	cat_b2b_27	sub_b2b_41	Producto_154	105.56017399999999	0.00041219611616024807
2007-01-18	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_19	sub_b2b_42	Producto_155	621.180986	4.9048884049390396e-05
2007-01-18	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_6	sub_b2b_32	Producto_156	1112.9366539999999	0.0005476068515396385
2007-01-18	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_7	sub_b2b_29	Producto_157	1593.8394199999998	0.00029863290627107214
2007-01-18	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_43	Producto_158	1751.9967779999997	0.00017863536673695869
2007-01-18	B2B_01	MADRID	CUNDINAMARCA	cat_b2b_macro_1	cat_b2b_1	sub_b2b_43	Producto_158	1751.9967779999997	0.00017863536673695869
2007-01-19	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_5	cat_b2b_11	sub_b2b_17	Producto_159	129.91930399999998	0.00042651159649069546
2007-01-19	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_5	cat_b2b_28	sub_b2b_44	Producto_161	105.56017399999999	0.00041267260108911907
2007-01-19	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_5	cat_b2b_28	sub_b2b_44	Producto_162	132.065826	0.0004510290948999932
2007-01-19	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_19	sub_b2b_42	Producto_163	2055.57829	0.0003011057390161481
2007-01-19	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_19	sub_b2b_30	Producto_164	5671.923588	0.00029315864939822244
2007-01-19	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_6	sub_b2b_7	Producto_165	333.954256	0.0004246686290951177
2007-01-19	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_6	sub_b2b_32	Producto_166	834.9349399999999	0.0004890584489660954
2007-01-19	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_7	sub_b2b_29	Producto_113	1883.6001699999997	0.00023997294206020377
2007-01-19	B2B_02	VILLA DE LEYVA	BOYACA	cat_b2b_macro_3	cat_b2b_7	sub_b2b_33	Producto_167	646.1080519999999	0.00028825095760298615
